X,Y,Z,DISP,FEED MM/MIN,DUR TIME,TME
-30.86,-0.825,-6.836,0.031638584,,0.020848661,1741.332446
-30.886,-0.843,-6.837,0.03088689,,0.021092389,1741.353539
-30.899,-0.871,-6.838,0.032124757,,0.02059126,1741.37413
-30.897,-0.903,-6.84,0.031080541,,0.021416505,1741.395546
-30.88,-0.929,-6.841,0.030903074,,0.02072036,1741.416267
-30.853,-0.944,-6.842,0.032031235,,0.02060205,1741.436869
-30.821,-0.943,-6.843,0.030903074,,0.021354157,1741.458223
-30.794,-0.928,-6.844,0.031400637,,0.02060205,1741.478825
-30.778,-0.901,-6.845,0.032031235,,0.020933758,1741.499759
-30.777,-0.869,-6.846,0.030430248,,0.021354157,1741.521113
-30.791,-0.842,-6.847,0.031638584,,0.020286832,1741.5414
-30.817,-0.824,-6.848,0.031208973,,0.021092389,1741.562492
-30.848,-0.821,-6.85,0.031796226,,0.020805982,1741.583298
-30.877,-0.834,-6.851,0.031416556,,0.021197484,1741.604496
-30.896,-0.859,-6.852,0.032264532,,0.020944371,1741.62544
-30.9,-0.891,-6.853,0.031032241,,0.021509688,1741.64695
-30.889,-0.92,-6.854,0.032031235,,0.020688161,1741.667638
-30.864,-0.94,-6.855,0.030430248,,0.021354157,1741.688992
-30.834,-0.945,-6.856,0.031638584,,0.020286832,1741.709279
-30.804,-0.935,-6.857,0.031160873,,0.021092389,1741.730371
-30.783,-0.912,-6.858,0.031064449,,0.020773915,1741.751145
-30.775,-0.882,-6.859,0.03138471,,0.020709633,1741.771855
-30.784,-0.852,-6.861,0.031843367,,0.02092314,1741.792778
-30.806,-0.829,-6.862,0.031064449,,0.021228911,1741.814007
-30.836,-0.821,-6.863,0.031796226,,0.020709633,1741.834716
-30.867,-0.828,-6.864,0.030495901,,0.021197484,1741.855914
-30.89,-0.848,-6.865,0.031638584,,0.020330601,1741.876245
-30.9,-0.878,-6.866,0.031416556,,0.021092389,1741.897337
-30.895,-0.909,-6.867,0.031256999,,0.020944371,1741.918281
-30.875,-0.933,-6.868,0.031400637,,0.020837999,1741.939119
-30.846,-0.945,-6.869,0.03132092,,0.020933758,1741.960053
-30.815,-0.941,-6.871,0.03082207,,0.020880613,1741.980934
-30.79,-0.923,-6.872,0.032218007,,0.020548047,1742.001482
-30.776,-0.894,-6.873,0.031160873,,0.021478672,1742.02296
-30.779,-0.863,-6.874,0.031080541,,0.020773915,1742.043734
-30.796,-0.837,-6.875,0.031780497,,0.02072036,1742.064455
-30.824,-0.822,-6.876,0.031032241,,0.021186998,1742.085642
-30.855,-0.823,-6.877,0.031400637,,0.020688161,1742.10633
-30.882,-0.839,-6.878,0.031400637,,0.020933758,1742.127264
-30.898,-0.866,-6.879,0.031080541,,0.020933758,1742.148197
-30.899,-0.897,-6.881,0.031780497,,0.02072036,1742.168918
-30.884,-0.925,-6.882,0.031080541,,0.021186998,1742.190105
-30.858,-0.942,-6.883,0.031160873,,0.02072036,1742.210825
-30.827,-0.945,-6.884,0.032218007,,0.020773915,1742.231599
-30.798,-0.931,-6.885,0.03082207,,0.021478672,1742.253078
-30.78,-0.906,-6.886,0.031272992,,0.020548047,1742.273626
-30.776,-0.875,-6.887,0.031400637,,0.020848661,1742.294474
-30.788,-0.846,-6.888,0.031256999,,0.020933758,1742.315408
-30.812,-0.826,-6.889,0.031416556,,0.020837999,1742.336246
-30.843,-0.821,-6.89,0.030740852,,0.020944371,1742.35719
-30.872,-0.831,-6.892,0.031160873,,0.020493902,1742.377684
-30.893,-0.854,-6.893,0.031796226,,0.020773915,1742.398458
-30.9,-0.885,-6.894,0.031064449,,0.021197484,1742.419656
-30.892,-0.915,-6.895,0.031843367,,0.020709633,1742.440365
-30.869,-0.937,-6.896,0.031336879,,0.021228911,1742.461594
-30.839,-0.946,-6.897,0.031064449,,0.020891253,1742.482486
-30.809,-0.938,-6.898,0.031160873,,0.020709633,1742.503195
-30.786,-0.917,-6.899,0.030692019,,0.020773915,1742.523969
-30.776,-0.888,-6.9,0.031464265,,0.020461346,1742.54443
-30.781,-0.857,-6.902,0.031256999,,0.020976177,1742.565407
-30.801,-0.833,-6.903,0.031400637,,0.020837999,1742.586245
-30.83,-0.821,-6.904,0.031272992,,0.020933758,1742.607178
-30.861,-0.825,-6.905,0.032218007,,0.020848661,1742.628027
-30.887,-0.844,-6.906,0.03088689,,0.021478672,1742.649506
-30.9,-0.872,-6.907,0.03215587,,0.02059126,1742.670097
-30.897,-0.904,-6.908,0.031080541,,0.021437247,1742.691534
-30.88,-0.93,-6.909,0.03132092,,0.02072036,1742.712255
-30.852,-0.944,-6.91,0.032031235,,0.020880613,1742.733135
-30.82,-0.943,-6.911,0.03144837,,0.021354157,1742.754489
-30.793,-0.927,-6.913,0.030903074,,0.02096558,1742.775455
-30.778,-0.9,-6.914,0.032031235,,0.02060205,1742.796057
-30.777,-0.868,-6.915,0.030903074,,0.021354157,1742.817411
-30.792,-0.841,-6.916,0.031080541,,0.02060205,1742.838013
-30.818,-0.824,-6.917,0.03207803,,0.02072036,1742.858734
-30.85,-0.822,-6.918,0.03088689,,0.021385353,1742.880119
-30.878,-0.835,-6.919,0.03082207,,0.02059126,1742.90071
-30.896,-0.86,-6.92,0.032264532,,0.020548047,1742.921258
-30.9,-0.892,-6.921,0.03144837,,0.021509688,1742.942768
-30.888,-0.921,-6.923,0.031416556,,0.02096558,1742.963733
-30.863,-0.94,-6.924,0.030430248,,0.020944371,1742.984678
-30.833,-0.945,-6.925,0.031638584,,0.020286832,1743.004965
-30.803,-0.935,-6.926,0.031906112,,0.021092389,1743.026057
-30.782,-0.911,-6.927,0.03082207,,0.021270742,1743.047328
-30.775,-0.881,-6.928,0.031336879,,0.020548047,1743.067876
-30.784,-0.851,-6.929,0.031843367,,0.020891253,1743.088767
-30.807,-0.829,-6.93,0.031064449,,0.021228911,1743.109996
-30.837,-0.821,-6.931,0.031796226,,0.020709633,1743.130706
-30.868,-0.828,-6.932,0.031208973,,0.021197484,1743.151903
-30.891,-0.849,-6.934,0.031336879,,0.020805982,1743.172709
-30.9,-0.879,-6.935,0.031591138,,0.020891253,1743.1936
-30.894,-0.91,-6.936,0.031256999,,0.021060759,1743.214661
-30.874,-0.934,-6.937,0.031032241,,0.020837999,1743.235499
-30.845,-0.945,-6.938,0.031272992,,0.020688161,1743.256187
-30.814,-0.941,-6.939,0.031416556,,0.020848661,1743.277036
-30.789,-0.922,-6.94,0.031796226,,0.020944371,1743.29798
-30.776,-0.893,-6.941,0.031160873,,0.021197484,1743.319178
-30.779,-0.862,-6.942,0.031685959,,0.020773915,1743.339952
-30.797,-0.836,-6.944,0.03132092,,0.021123973,1743.361076
-30.825,-0.822,-6.945,0.031032241,,0.020880613,1743.381956
-30.856,-0.823,-6.946,0.031921779,,0.020688161,1743.402644
-30.883,-0.84,-6.947,0.030903074,,0.021281186,1743.423926
-30.898,-0.867,-6.948,0.031032241,,0.02060205,1743.444528
-30.899,-0.898,-6.949,0.031780497,,0.020688161,1743.465216
-30.884,-0.926,-6.95,0.031921779,,0.021186998,1743.486403
-30.857,-0.943,-6.951,0.031032241,,0.021281186,1743.507684
-30.826,-0.944,-6.952,0.030935417,,0.020688161,1743.528372
-30.798,-0.931,-6.954,0.031638584,,0.020623611,1743.548996
-30.78,-0.905,-6.955,0.031272992,,0.021092389,1743.570088
-30.776,-0.874,-6.956,0.031400637,,0.020848661,1743.590937
-30.788,-0.845,-6.957,0.031416556,,0.020933758,1743.611871
-30.813,-0.826,-6.958,0.031416556,,0.020944371,1743.632815
-30.844,-0.821,-6.959,0.031032241,,0.020944371,1743.653759
-30.873,-0.832,-6.96,0.031160873,,0.020688161,1743.674448
-30.894,-0.855,-6.961,0.031591138,,0.020773915,1743.695221
-30.9,-0.886,-6.962,0.031336879,,0.021060759,1743.716282
-30.891,-0.916,-6.963,0.031176915,,0.020891253,1743.737173
-30.869,-0.938,-6.965,0.032031235,,0.02078461,1743.757958
-30.838,-0.946,-6.966,0.031064449,,0.021354157,1743.779312
-30.808,-0.938,-6.967,0.031843367,,0.020709633,1743.800022
-30.785,-0.916,-6.968,0.031336879,,0.021228911,1743.821251
-30.776,-0.886,-6.969,0.030610456,,0.020891253,1743.842142
-30.782,-0.856,-6.97,0.031256999,,0.02040697,1743.862549
-30.802,-0.832,-6.971,0.031032241,,0.020837999,1743.883387
-30.831,-0.821,-6.972,0.031416556,,0.020688161,1743.904075
-30.862,-0.826,-6.973,0.031464265,,0.020944371,1743.92502
-30.887,-0.845,-6.975,0.03088689,,0.020976177,1743.945996
-30.9,-0.873,-6.976,0.03215587,,0.02059126,1743.966587
-30.897,-0.905,-6.977,0.03082207,,0.021437247,1743.988024
-30.879,-0.93,-6.978,0.03132092,,0.020548047,1744.008572
-30.851,-0.944,-6.979,0.032031235,,0.020880613,1744.029453
-30.819,-0.943,-6.98,0.031080541,,0.021354157,1744.050807
-30.793,-0.926,-6.981,0.031400637,,0.02072036,1744.071527
-30.777,-0.899,-6.982,0.032015621,,0.020933758,1744.092461
-30.777,-0.867,-6.983,0.031400637,,0.021343747,1744.113805
-30.793,-0.84,-6.984,0.031128765,,0.020933758,1744.134739
-30.819,-0.823,-6.986,0.032031235,,0.02075251,1744.155491
-30.851,-0.822,-6.987,0.03132092,,0.021354157,1744.176845
-30.879,-0.836,-6.988,0.03082207,,0.020880613,1744.197726
-30.897,-0.861,-6.989,0.03215587,,0.020548047,1744.218274
-30.9,-0.893,-6.99,0.03088689,,0.021437247,1744.239711
-30.887,-0.921,-6.991,0.032031235,,0.02059126,1744.260302
-30.862,-0.941,-6.992,0.030282008,,0.021354157,1744.281657
-30.832,-0.945,-6.993,0.031968735,,0.020188005,1744.301845
-30.802,-0.934,-6.994,0.031304952,,0.02131249,1744.323157
-30.782,-0.91,-6.996,0.030610456,,0.020869968,1744.344027
-30.776,-0.88,-6.997,0.031336879,,0.02040697,1744.364434
-30.785,-0.85,-6.998,0.031843367,,0.020891253,1744.385325
-30.808,-0.828,-6.999,0.03082207,,0.021228911,1744.406554
-30.838,-0.821,-7,0.002,,0.020548047,1744.427102
-30.84,-0.821,-7,0.030016662,,0.001333333,1744.428436
-30.87,-0.822,-7,0.026683328,,0.020011108,1744.448447
-30.896,-0.828,-7,0.025806976,,0.017788885,1744.466236
-30.917,-0.843,-7,0.02607681,,0.017204651,1744.48344
-30.931,-0.865,-7,0.026305893,,0.01738454,1744.500825
-30.935,-0.891,-7,0.572283147,,0.017537262,1744.518362
-30.917,-1.463,-7,0.056035703,,0.381522098,1744.899884
-30.915,-1.519,-7,0.845662462,,0.037357135,1744.937241
-30.862,-2.363,-7,0.056222771,,0.563774975,1745.501016
-30.857,-2.419,-7,0.169755707,,0.037481847,1745.538498
-30.841,-2.588,-7,0.847782991,,0.113170471,1745.651669
-30.761,-3.432,-7,0.056320511,,0.565188661,1746.216857
-30.755,-3.488,-7,0.850755547,,0.037547008,1746.254404
-30.648,-4.332,-7,0.056718604,,0.567170364,1746.821575
-30.639,-4.388,-7,0.114424648,,0.037812402,1746.859387
-30.621,-4.501,-7,0.056718604,,0.076283098,1746.93567
-30.612,-4.557,-7,0.796865108,,0.037812402,1746.973483
-30.487,-5.344,-7,0.057706152,,0.531243405,1747.504726
-30.478,-5.401,-7,0.85842472,,0.038470768,1747.543197
-30.316,-6.244,-7,0.058249464,,0.572283147,1748.11548
-30.304,-6.301,-7,0.114756263,,0.038832976,1748.154313
-30.279,-6.413,-7,0.058463664,,0.076504176,1748.230817
-30.266,-6.47,-7,0.80665854,,0.038975776,1748.269793
-30.089,-7.257,-7,0.057489129,,0.53777236,1748.807565
-30.076,-7.313,-7,0.87169949,,0.038326086,1748.845891
-29.858,-8.157,-7,0.058240879,,0.581132993,1749.427024
-29.842,-8.213,-7,0.117720007,,0.038827253,1749.465851
-29.809,-8.326,-7,0.058240879,,0.078480005,1749.544331
-29.793,-8.382,-7,0.820880016,,0.038827253,1749.583159
-29.563,-9.17,-7,0.058821765,,0.547253344,1750.130412
-29.545,-9.226,-7,0.828850409,,0.03921451,1750.169627
-29.288,-10.014,-7,0.059464275,,0.552566939,1750.722194
-29.268,-10.07,-7,0.119268604,,0.03964285,1750.761836
-29.227,-10.182,-7,0.060406953,,0.079512403,1750.841349
-29.207,-10.239,-7,0.837014934,,0.040271302,1750.88162
-28.922,-11.026,-7,0.017088007,,0.558009956,1751.43963
-28.916,-11.042,-7,0.830802624,,0.011392005,1751.451022
-28.609,-11.814,-7,0.060539243,,0.553868416,1752.00489
-28.586,-11.87,-7,0.160327789,,0.040359496,1752.04525
-28.522,-12.017,-7,0.023769729,,0.106885193,1752.152135
-28.513,-12.039,-7,0.859414335,,0.015846486,1752.167982
-28.17,-12.827,-7,0.062169124,,0.57294289,1752.740925
-28.143,-12.883,-7,0.82397148,,0.041446083,1752.782371
-27.791,-13.628,-7,0.047413078,,0.54931432,1753.331685
-27.769,-13.67,-7,0.126562238,,0.031608719,1753.363294
-27.712,-13.783,-7,0.06306346,,0.084374825,1753.447668
-27.683,-13.839,-7,0.821575316,,0.042042307,1753.489711
-27.308,-14.57,-7,0.050537115,,0.547716877,1754.037428
-27.285,-14.615,-7,0.849584016,,0.03369141,1754.071119
-26.873,-15.358,-7,0.076661594,,0.566389344,1754.637508
-26.834,-15.424,-7,0.110276924,,0.051107729,1754.688616
-26.778,-15.519,-7,0.880652599,,0.073517949,1754.762134
-26.328,-16.276,-7,0.045486262,,0.587101733,1755.349236
-26.303,-16.314,-7,0.8017088,,0.030324174,1755.37956
-25.872,-16.99,-7,0.067119297,,0.534472533,1755.914033
-25.835,-17.046,-7,0.135351395,,0.044746198,1755.958779
-25.759,-17.158,-7,0.068505474,,0.090234263,1756.049013
-25.721,-17.215,-7,0.817966381,,0.045670316,1756.094683
-25.259,-17.89,-7,0.069404611,,0.54531092,1756.639994
-25.218,-17.946,-7,0.78785849,,0.046269741,1756.686264
-24.753,-18.582,-7,0.048010416,,0.525238993,1757.211503
-24.725,-18.621,-7,0.142435951,,0.032006944,1757.24351
-24.637,-18.733,-7,0.07140028,,0.0949573,1757.338467
-24.594,-18.79,-7,0.837768464,,0.047600187,1757.386067
-24.078,-19.45,-7,0.019209373,,0.55851231,1757.94458
-24.066,-19.465,-7,0.87833308,,0.012806248,1757.957386
-23.504,-20.14,-7,0.068014704,,0.585555387,1758.542941
-23.459,-20.191,-7,0.085041167,,0.045343136,1758.588284
-23.403,-20.255,-7,0.072249567,,0.056694111,1758.644979
-23.355,-20.309,-7,0.82729922,,0.048166378,1758.693145
-22.805,-20.927,-7,0.031890437,,0.551532814,1759.244678
-22.784,-20.951,-7,0.819142234,,0.021260292,1759.265938
-22.221,-21.546,-7,0.078517514,,0.546094823,1759.812033
-22.167,-21.603,-7,0.159100597,,0.052345009,1759.864378
-22.054,-21.715,-7,0.87894084,,0.106067065,1759.970445
-21.43,-22.334,-7,0.071449283,,0.58596056,1760.556406
-21.378,-22.383,-7,0.769119627,,0.047632855,1760.604038
-20.815,-22.907,-7,0.06720863,,0.512746418,1761.116785
-20.766,-22.953,-7,0.159452187,,0.044805754,1761.161591
-20.646,-23.058,-7,0.010630146,,0.106301458,1761.267892
-20.638,-23.065,-7,0.855397568,,0.007086764,1761.274979
-19.994,-23.628,-7,0.030479501,,0.570265046,1761.845244
-19.971,-23.648,-7,0.872601857,,0.020319668,1761.865563
-19.296,-24.201,-7,0.071217975,,0.581734571,1762.447298
-19.24,-24.245,-7,0.094810337,,0.04747865,1762.494777
-19.165,-24.303,-7,0.047801674,,0.063206891,1762.557984
-19.127,-24.332,-7,0.851461097,,0.031867782,1762.589851
-18.452,-24.851,-7,0.023600847,,0.567640731,1763.157492
-18.433,-24.865,-7,0.867562678,,0.015733898,1763.173226
-17.729,-25.372,-7,0.009433981,,0.578375119,1763.751601
-17.721,-25.377,-7,0.13674063,,0.006289321,1763.75789
-17.608,-25.454,-7,0.053254108,,0.09116042,1763.849051
-17.564,-25.484,-7,0.827896733,,0.035502739,1763.884554
-16.877,-25.946,-7,0.067119297,,0.551931155,1764.436485
-16.821,-25.983,-7,0.864005208,,0.044746198,1764.481231
-16.089,-26.442,-7,0.13,,0.576003472,1765.057234
-15.977,-26.508,-7,0.065513357,,0.086666667,1765.143901
-15.921,-26.542,-7,0.847439083,,0.043675572,1765.187577
-15.189,-26.969,-7,0.064498062,,0.564959389,1765.752536
-15.133,-27.001,-7,0.831847342,,0.042998708,1765.795535
-14.402,-27.398,-7,0.063953108,,0.554564895,1766.3501
-14.345,-27.427,-7,0.125670203,,0.042635405,1766.392735
-14.233,-27.484,-7,0.062609903,,0.083780136,1766.476515
-14.177,-27.512,-7,0.81929726,,0.041739936,1766.518255
-13.445,-27.88,-7,0.054129474,,0.546198173,1767.064453
-13.396,-27.903,-7,0.813392894,,0.036086316,1767.10054
-12.658,-28.245,-7,0.061741396,,0.542261929,1767.642802
-12.602,-28.271,-7,0.122772147,,0.041160931,1767.683962
-12.489,-28.319,-7,0.060926185,,0.081848098,1767.765811
-12.433,-28.343,-7,0.795718543,,0.040617457,1767.806428
-11.701,-28.655,-7,0.060926185,,0.530479029,1768.336907
-11.645,-28.679,-7,0.844396234,,0.040617457,1768.377525
-10.858,-28.985,-7,0.06074537,,0.562930823,1768.940455
-10.801,-29.006,-7,0.119268604,,0.040496913,1768.980952
-10.689,-29.047,-7,0.059464275,,0.079512403,1769.060465
-10.633,-29.067,-7,0.835600383,,0.03964285,1769.100108
-9.845,-29.345,-7,0.059135438,,0.557066922,1769.657174
-9.789,-29.364,-7,0.826706719,,0.039423625,1769.696598
-9.001,-29.614,-7,0.0585235,,0.551137813,1770.247736
-8.945,-29.631,-7,0.117720007,,0.039015666,1770.286752
-8.832,-29.664,-7,0.058240879,,0.078480005,1770.365232
-8.776,-29.68,-7,0.818946274,,0.038827253,1770.404059
-7.988,-29.903,-7,0.058240879,,0.545964183,1770.950023
-7.932,-29.919,-7,0.869975287,,0.038827253,1770.98885
-7.088,-30.13,-7,0.057271284,,0.579983525,1771.568834
-7.032,-30.142,-7,0.114756263,,0.038180856,1771.607015
-6.92,-30.167,-7,0.058463664,,0.076504176,1771.683519
-6.863,-30.18,-7,0.805151539,,0.038975776,1771.722495
-6.076,-30.35,-7,0.058051701,,0.536767692,1772.259262
-6.019,-30.361,-7,0.857131262,,0.038701134,1772.297963
-5.176,-30.516,-7,0.057706152,,0.571420841,1772.869384
-5.119,-30.525,-7,0.113437207,,0.038470768,1772.907855
-5.007,-30.543,-7,0.027294688,,0.075624805,1772.98348
-4.98,-30.547,-7,0.826356461,,0.018196459,1773.001676
-4.163,-30.671,-7,0.056568542,,0.550904307,1773.552581
-4.107,-30.679,-7,0.849903524,,0.037712362,1773.590293
-3.263,-30.779,-7,0.056320511,,0.566602349,1774.156895
-3.207,-30.785,-7,0.113534136,,0.037547008,1774.194442
-3.094,-30.796,-7,0.056222771,,0.075689424,1774.270132
-3.038,-30.801,-7,0.847237865,,0.037481847,1774.307614
-2.194,-30.875,-7,0.0560803,,0.564825243,1774.872439
-2.138,-30.878,-7,0.845307636,,0.037386866,1774.909826
-1.294,-30.925,-7,0.056035703,,0.563538424,1775.473364
-1.238,-30.927,-7,0.113039816,,0.037357135,1775.510721
-1.125,-30.93,-7,0.056035703,,0.075359877,1775.586081
-1.069,-30.932,-7,0.844236934,,0.037357135,1775.623438
-0.225,-30.952,-7,0.056,,0.562824622,1776.186263
-0.169,-30.952,-7,0.788031091,,0.037333333,1776.223596
0.619,-30.945,-7,0.056,,0.525354061,1776.74895
0.675,-30.945,-7,0.169106475,,0.037333333,1776.786284
0.844,-30.939,-7,0.056035703,,0.11273765,1776.899021
0.9,-30.937,-7,0.788609536,,0.037357135,1776.936378
1.688,-30.906,-7,0.0560803,,0.525739691,1777.462118
1.744,-30.903,-7,0.846130014,,0.037386866,1777.499505
2.588,-30.843,-7,0.056142675,,0.564086676,1778.063592
2.644,-30.839,-7,0.113534136,,0.03742845,1778.10102
2.757,-30.828,-7,0.056222771,,0.075689424,1778.176709
2.813,-30.823,-7,0.848472156,,0.037481847,1778.214191
3.657,-30.736,-7,0.056435804,,0.565648104,1778.779839
3.713,-30.729,-7,0.795231413,,0.037623869,1778.817463
4.501,-30.622,-7,0.056435804,,0.530154275,1779.347618
4.557,-30.615,-7,0.171143215,,0.037623869,1779.385241
4.726,-30.588,-7,0.056718604,,0.114095477,1779.499337
4.782,-30.579,-7,0.797993108,,0.037812402,1779.537149
5.569,-30.447,-7,0.057870545,,0.531995405,1780.069145
5.626,-30.437,-7,0.860753739,,0.038580363,1780.107725
6.47,-30.268,-7,0.010198039,,0.573835826,1780.681561
6.48,-30.266,-7,0.161830158,,0.006798693,1780.68836
6.638,-30.231,-7,0.058463664,,0.107886772,1780.796246
6.695,-30.218,-7,0.80822336,,0.038975776,1780.835222
7.482,-30.034,-7,0.057489129,,0.538815573,1781.374038
7.538,-30.021,-7,0.815502299,,0.038326086,1781.412364
8.326,-29.811,-7,0.058240879,,0.543668199,1781.956032
8.382,-29.795,-7,0.127882759,,0.038827253,1781.994859
8.505,-29.76,-7,0.048083261,,0.085255173,1782.080114
8.551,-29.746,-7,0.881104421,,0.032055507,1782.11217
9.395,-29.493,-7,0.044271887,,0.587402947,1782.699573
9.437,-29.479,-7,0.786146297,,0.029514591,1782.729087
10.182,-29.228,-7,0.059774577,,0.524097531,1783.253185
10.239,-29.21,-7,0.178731642,,0.039849718,1783.293035
10.407,-29.149,-7,0.0234094,,0.119154428,1783.412189
10.429,-29.141,-7,0.816952875,,0.015606267,1783.427795
11.195,-28.857,-7,0.060166436,,0.54463525,1783.972431
11.251,-28.835,-7,0.850873081,,0.040110957,1784.012542
12.039,-28.514,-7,0.060539243,,0.567248721,1784.57979
12.095,-28.491,-7,0.123166554,,0.040359496,1784.62015
12.208,-28.442,-7,0.061326992,,0.082111036,1784.702261
12.264,-28.417,-7,0.79999125,,0.040884662,1784.743146
12.995,-28.092,-7,0.049244289,,0.5333275,1785.276473
13.04,-28.072,-7,0.825184828,,0.032829526,1785.309303
13.783,-27.713,-7,0.062169124,,0.550123219,1785.859426
13.839,-27.686,-7,0.140431478,,0.041446083,1785.900872
13.964,-27.622,-7,0.049193496,,0.093620985,1785.994493
14.008,-27.6,-7,0.825257536,,0.032795664,1786.027289
14.739,-27.217,-7,0.064412732,,0.55017169,1786.57746
14.796,-27.187,-7,0.839109647,,0.042941821,1786.620402
15.527,-26.775,-7,0.064498062,,0.559406431,1787.179808
15.583,-26.743,-7,0.131369707,,0.042998708,1787.222807
15.696,-26.676,-7,0.019723083,,0.087579805,1787.310387
15.713,-26.666,-7,0.8686478,,0.013148722,1787.323536
16.456,-26.216,-7,0.031906112,,0.579098533,1787.902634
16.483,-26.199,-7,0.805199354,,0.021270742,1787.923905
17.158,-25.76,-7,0.067955868,,0.536799569,1788.460705
17.215,-25.723,-7,0.135351395,,0.045303912,1788.506008
17.327,-25.647,-7,0.068242216,,0.090234263,1788.596243
17.383,-25.608,-7,0.822511398,,0.04549481,1788.641738
18.058,-25.138,-7,0.069634761,,0.548340932,1789.190078
18.115,-25.098,-7,0.841206871,,0.046423174,1789.236502
18.79,-24.596,-7,0.019209373,,0.560804581,1789.797306
18.805,-24.584,-7,0.122613213,,0.012806248,1789.810112
18.902,-24.509,-7,0.06060528,,0.081742142,1789.891855
18.95,-24.472,-7,0.873329835,,0.04040352,1789.932258
19.634,-23.929,-7,0.030479501,,0.58221989,1790.514478
19.657,-23.909,-7,0.853642197,,0.020319668,1790.534798
20.309,-23.358,-7,0.016278821,,0.569094798,1791.103892
20.321,-23.347,-7,0.133869339,,0.010852547,1791.114745
20.421,-23.258,-7,0.036878178,,0.089246226,1791.203991
20.449,-23.234,-7,0.871587632,,0.024585452,1791.228577
21.096,-22.65,-7,0.050931326,,0.581058421,1791.809635
21.133,-22.615,-7,0.811214522,,0.033954218,1791.843589
21.718,-22.053,-7,0.074953319,,0.540809681,1792.384399
21.771,-22,-7,0.085562842,,0.049968879,1792.434368
21.832,-21.94,-7,0.073539105,,0.057041895,1792.49141
21.884,-21.888,-7,0.805464462,,0.04902607,1792.540436
22.446,-21.311,-7,0.065053824,,0.536976308,1793.077412
22.492,-21.265,-7,0.848648926,,0.043369216,1793.120781
23.065,-20.639,-7,0.06652819,,0.565765951,1793.686547
23.11,-20.59,-7,0.150233152,,0.044352126,1793.730899
23.209,-20.477,-7,0.038288379,,0.100155435,1793.831055
23.234,-20.448,-7,0.777155068,,0.025525586,1793.85658
23.741,-19.859,-7,0.075166482,,0.518103379,1794.374684
23.79,-19.802,-7,0.866926179,,0.050110988,1794.424795
24.334,-19.127,-7,0.039824616,,0.577950786,1795.002746
24.359,-19.096,-7,0.102615788,,0.026549744,1795.029295
24.422,-19.015,-7,0.070604532,,0.068410526,1795.097706
24.465,-18.959,-7,0.851005288,,0.047069688,1795.144776
24.978,-18.28,-7,0.065215029,,0.567336859,1795.712112
25.016,-18.227,-7,0.82710882,,0.043476686,1795.755589
25.494,-17.552,-7,0.067675697,,0.55140588,1796.306995
25.532,-17.496,-7,0.115108644,,0.045117132,1796.352112
25.597,-17.401,-7,0.021633308,,0.076739096,1796.428851
25.609,-17.383,-7,0.809037082,,0.014422205,1796.443273
26.055,-16.708,-7,0.067119297,,0.539358055,1796.982632
26.092,-16.652,-7,0.878649532,,0.044746198,1797.027378
26.553,-15.904,-7,0.046647615,,0.585766355,1797.613144
26.577,-15.864,-7,0.13,,0.03109841,1797.644242
26.643,-15.752,-7,0.045276926,,0.086666667,1797.730909
26.666,-15.713,-7,0.79779258,,0.030184617,1797.761094
27.063,-15.021,-7,0.065368188,,0.53186172,1798.292955
27.095,-14.964,-7,0.82852942,,0.043578792,1798.336534
27.485,-14.233,-7,0.053235327,,0.552352947,1798.888887
27.51,-14.186,-7,0.136400147,,0.035490218,1798.924377
27.571,-14.064,-7,0.06306346,,0.090933431,1799.015311
27.6,-14.008,-7,0.814838021,,0.042042307,1799.057353
27.96,-13.277,-7,0.063071388,,0.543225347,1799.600579
27.987,-13.22,-7,0.864599907,,0.042047592,1799.642626
28.345,-12.433,-7,0.021540659,,0.576399938,1800.219026
28.353,-12.413,-7,0.162560758,,0.014360439,1800.233386
28.418,-12.264,-7,0.060926185,,0.108373839,1800.34176
28.442,-12.208,-7,0.794846526,,0.040617457,1800.382378
28.747,-11.474,-7,0.058309519,,0.529897684,1800.912275
28.769,-11.42,-7,0.84188479,,0.038873013,1800.951148
29.068,-10.633,-7,0.049040799,,0.561256527,1801.512405
29.085,-10.587,-7,0.130633074,,0.032693866,1801.545099
29.129,-10.464,-7,0.036055513,,0.087088716,1801.632188
29.141,-10.43,-7,0.863973379,,0.024037009,1801.656225
29.422,-9.613,-7,0.051546096,,0.575982253,1802.232207
29.438,-9.564,-7,0.824616881,,0.034364064,1802.266571
29.681,-8.776,-7,0.0585235,,0.549744587,1802.816316
29.698,-8.72,-7,0.117720007,,0.039015666,1802.855331
29.731,-8.607,-7,0.057974132,,0.078480005,1802.933811
29.746,-8.551,-7,0.817332858,,0.038649421,1802.972461
29.963,-7.763,-7,0.057974132,,0.544888572,1803.517349
29.978,-7.707,-7,0.8096104,,0.038649421,1803.555999
30.168,-6.92,-7,0.058463664,,0.539740267,1804.095739
30.181,-6.863,-7,0.172244013,,0.038975776,1804.134715
30.219,-6.695,-7,0.058249464,,0.114829342,1804.249544
30.231,-6.638,-7,0.803906089,,0.038832976,1804.288377
30.395,-5.851,-7,0.057870545,,0.535937393,1804.824314
30.405,-5.794,-7,0.822352722,,0.038580363,1804.862895
30.547,-4.984,-7,0.03354102,,0.548235148,1805.41113
30.553,-4.951,-7,0.171143215,,0.02236068,1805.433491
