X,Y,Z,DISP,FEED MM/MIN,DUR TIME,TME
-10.407,34.656,-3.5,0.008246211,,0.039015666,798.3763021
-10.415,34.654,-3.5,0.050960769,,0.005497474,798.3817996
-10.464,34.64,-3.5,1.066107405,,0.033973846,798.4157734
-11.48,34.317,-3.5,0.056302753,,0.71073827,799.1265117
-11.533,34.298,-3.5,1.013659213,,0.037535169,799.1640468
-12.489,33.961,-3.5,0.059464275,,0.675772809,799.8398197
-12.545,33.941,-3.5,0.060406953,,0.03964285,799.8794625
-12.602,33.921,-3.5,0.060166436,,0.040271302,799.9197338
-12.658,33.899,-3.5,1.025826496,,0.040110957,799.9598448
-13.614,33.527,-3.5,0.060539243,,0.683884331,800.6437291
-13.67,33.504,-3.5,1.03995096,,0.040359496,800.6840886
-14.627,33.097,-3.5,0.044777226,,0.69330064,801.3773892
-14.668,33.079,-3.5,0.016552945,,0.029851484,801.4072407
-14.683,33.072,-3.5,0.060926185,,0.011035297,801.418276
-14.739,33.048,-3.5,1.054981042,,0.040617457,801.4588935
-15.696,32.604,-3.5,0.062169124,,0.703320695,802.1622142
-15.752,32.577,-3.5,1.069736416,,0.041446083,802.2036602
-16.708,32.097,-3.5,0.067535176,,0.713157611,802.9168179
-16.768,32.066,-3.5,0.059941638,,0.045023451,802.9618413
-16.821,32.038,-3.5,1.024266079,,0.039961092,803.0018024
-17.721,31.549,-3.5,0.064007812,,0.682844052,803.6846465
-17.777,31.518,-3.5,1.042437528,,0.042671875,803.7273183
-18.677,30.992,-3.5,0.065,,0.694958352,804.4222767
-18.733,30.959,-3.5,0.034985711,,0.043333333,804.46561
-18.763,30.941,-3.5,0.03138471,,0.023323808,804.4889338
-18.79,30.925,-3.5,1.062649989,,0.02092314,804.509857
-19.69,30.36,-3.5,0.068505474,,0.708433326,805.2182903
-19.747,30.322,-3.5,1.015941927,,0.045670316,805.2639606
-20.59,29.755,-3.5,0.067675697,,0.677294618,805.9412552
-20.646,29.717,-3.5,0.023853721,,0.045117132,805.9863724
-20.666,29.704,-3.5,0.044407207,,0.015902481,806.0022748
-20.702,29.678,-3.5,1.039608099,,0.029604804,806.0318796
-21.546,29.071,-3.5,0.070213959,,0.693072066,806.7249517
-21.603,29.03,-3.5,1.063884392,,0.046809306,806.771761
-22.446,28.381,-3.5,0.046400431,,0.709256261,807.4810173
-22.483,28.353,-3.5,0.025,,0.030933621,807.5119509
-22.503,28.338,-3.5,0.064660653,,0.016666667,807.5286176
-22.553,28.297,-3.5,1.026126698,,0.043107102,807.5717247
-23.347,27.647,-3.5,0.038288379,,0.684084465,808.2558091
-23.376,27.622,-3.5,1.081452727,,0.025525586,808.2813347
-24.19,26.91,-3.5,0.029832868,,0.720968484,809.0023032
-24.213,26.891,-3.5,0.045343136,,0.019888579,809.0221918
-24.247,26.861,-3.5,0.039623226,,0.030228757,809.0524205
-24.276,26.834,-3.5,1.072653719,,0.026415484,809.078836
-25.061,26.103,-3.5,0.041012193,,0.715102479,809.7939385
-25.09,26.074,-3.5,1.030970417,,0.027341462,809.82128
-25.822,25.348,-3.5,0.04596738,,0.687313611,810.5085936
-25.855,25.316,-3.5,0.03324154,,0.03064492,810.5392385
-25.878,25.292,-3.5,0.046669048,,0.022161027,810.5613995
-25.911,25.259,-3.5,1.083694606,,0.031112698,810.5925122
-26.656,24.472,-3.5,0.014866069,,0.722463071,811.3149753
-26.666,24.461,-3.5,1.100767914,,0.009910712,811.324886
-27.397,23.638,-3.5,0.013453624,,0.733845276,812.0587313
-27.406,23.628,-3.5,0.071589105,,0.008969083,812.0677004
-27.453,23.574,-3.5,1.054383706,,0.04772607,812.1154264
-28.128,22.764,-3.5,0.046861498,,0.702922471,812.8183489
-28.158,22.728,-3.5,1.070802036,,0.031240999,812.8495899
-28.817,21.884,-3.5,0.071217975,,0.713868024,813.5634579
-28.861,21.828,-3.5,0.070802542,,0.04747865,813.6109366
-28.903,21.771,-3.5,1.045478359,,0.047201695,813.6581383
-29.52,20.927,-3.5,0.025,,0.696985573,814.3551238
-29.535,20.907,-3.5,1.095617178,,0.016666667,814.3717905
-30.154,20.003,-3.5,0.038275318,,0.730411452,815.102202
-30.175,19.971,-3.5,0.062681736,,0.025516879,815.1277188
-30.21,19.919,-3.5,1.072448134,,0.041787824,815.1695067
-30.787,19.015,-3.5,0.065513357,,0.714965423,815.8844721
-30.821,18.959,-3.5,1.048378271,,0.043675572,815.9281477
-31.357,18.058,-3.5,0.067230945,,0.698918848,816.6270665
-31.391,18,-3.5,0.061773781,,0.04482063,816.6718871
-31.421,17.946,-3.5,1.028593214,,0.041182521,816.7130697
-31.919,17.046,-3.5,0.063529521,,0.685728809,817.3987985
-31.949,16.99,-3.5,1.012087941,,0.042353014,817.4411515
-32.41,16.089,-3.5,0.06306346,,0.674725294,818.1158768
-32.439,16.033,-3.5,0.06306346,,0.042042307,818.1579191
-32.468,15.977,-3.5,0.061741396,,0.042042307,818.1999614
-32.494,15.921,-3.5,0.995728879,,0.041160931,818.2411223
-32.92,15.021,-3.5,0.063071388,,0.663819253,818.9049416
-32.947,14.964,-3.5,1.042589085,,0.042047592,818.9469892
-33.363,14.008,-3.5,0.060926185,,0.69505939,819.6420485
-33.387,13.952,-3.5,0.062241465,,0.040617457,819.682666
-33.412,13.895,-3.5,0.012649111,,0.04149431,819.7241603
-33.416,13.883,-3.5,1.076661971,,0.00843274,819.7325931
-33.815,12.883,-3.5,0.059808026,,0.717774647,820.4503677
-33.836,12.827,-3.5,1.017627142,,0.039872017,820.4902397
-34.182,11.87,-3.5,0.059464275,,0.678418095,821.1686578
-34.202,11.814,-3.5,0.059464275,,0.03964285,821.2083007
-34.222,11.758,-3.5,1.065706339,,0.03964285,821.2479435
-34.553,10.745,-3.5,0.058821765,,0.710470892,821.9584144
-34.571,10.689,-3.5,1.055360128,,0.03921451,821.9976289
-34.867,9.676,-3.5,0.044643029,,0.703573419,822.7012023
-34.879,9.633,-3.5,0.013601471,,0.029762019,822.7309644
-34.883,9.62,-3.5,0.058240879,,0.009067647,822.740032
-34.899,9.564,-3.5,1.046083171,,0.038827253,822.7788593
-35.16,8.551,-3.5,0.057974132,,0.69738878,823.476248
-35.175,8.495,-3.5,1.095609876,,0.038649421,823.5148975
-35.415,7.426,-3.5,0.057271284,,0.730406584,824.245304
-35.427,7.37,-3.5,0.058249464,,0.038180856,824.2834849
-35.439,7.313,-3.5,1.030427096,,0.038832976,824.3223179
-35.633,6.301,-3.5,0.057870545,,0.686951397,825.0092693
-35.643,6.244,-3.5,1.081445329,,0.038580363,825.0478496
-35.813,5.176,-3.5,0.057706152,,0.720963553,825.7688132
-35.822,5.119,-3.5,0.056435804,,0.038470768,825.807284
-35.829,5.063,-3.5,1.021180689,,0.037623869,825.8449078
-35.958,4.05,-3.5,0.056435804,,0.680787126,826.5256949
-35.965,3.994,-3.5,1.073760681,,0.037623869,826.5633188
-36.066,2.925,-3.5,0.056222771,,0.715840454,827.2791593
-36.071,2.869,-3.5,0.056222771,,0.037481847,827.3166411
-36.076,2.813,-3.5,1.071160586,,0.037481847,827.354123
-36.144,1.744,-3.5,0.056035703,,0.714107057,828.06823
-36.146,1.688,-3.5,1.069540556,,0.037357135,828.1055872
-36.18,0.619,-3.5,0.056008928,,0.713027037,828.8186142
-36.181,0.563,-3.5,0.057008771,,0.037339285,828.8559535
-36.182,0.506,-3.5,1.012,,0.038005848,828.8939593
-36.182,-0.506,-3.5,0.057008771,,0.674666667,829.568626
-36.181,-0.563,-3.5,0.112040171,,0.038005848,829.6066318
-36.178,-0.675,-3.5,0.38118893,,0.074693448,829.6813253
-36.166,-1.056,-3.5,0.026248809,,0.254125953,829.9354512
-36.158,-1.081,-3.5,0.026172505,,0.017499206,829.9529504
-36.139,-1.099,-3.5,0.02570992,,0.017448336,829.9703988
-36.114,-1.105,-3.5,0,,0.017139947,829.9875387
-36.114,-1.105,-3.5,0.794204004,,0,829.9875387
-35.32,-1.087,-3.5,0.008062258,,0.529469336,830.5170081
-35.312,-1.086,-3.5,0.002,,0.005374838,830.5223829
-35.31,-1.086,-3.5,0.031796226,,0.001333333,830.5237162
-35.281,-1.073,-3.501,0.031638584,,0.021197484,830.5449137
-35.263,-1.047,-3.502,0.031272992,,0.021092389,830.5660061
-35.259,-1.016,-3.503,0.031400637,,0.020848661,830.5868548
-35.271,-0.987,-3.504,0.031464265,,0.020933758,830.6077885
-35.296,-0.968,-3.506,0.031591138,,0.020976177,830.6287647
-35.327,-0.962,-3.507,0.031032241,,0.021060759,830.6498255
-35.356,-0.973,-3.508,0.031160873,,0.020688161,830.6705136
-35.377,-0.996,-3.509,0.031796226,,0.020773915,830.6912875
-35.384,-1.027,-3.51,0.031336879,,0.021197484,830.712485
-35.375,-1.057,-3.511,0.031843367,,0.020891253,830.7333763
-35.352,-1.079,-3.512,0.031064449,,0.021228911,830.7546052
-35.322,-1.087,-3.513,0.03082207,,0.020709633,830.7753148
-35.292,-1.08,-3.514,0.031890437,,0.020548047,830.7958629
-35.269,-1.058,-3.516,0.030692019,,0.021260292,830.8171232
-35.259,-1.029,-3.517,0.031591138,,0.020461346,830.8375845
-35.265,-0.998,-3.518,0.031256999,,0.021060759,830.8586453
-35.285,-0.974,-3.519,0.031032241,,0.020837999,830.8794833
-35.314,-0.963,-3.52,0.031272992,,0.020688161,830.9001714
-35.345,-0.967,-3.521,0.031416556,,0.020848661,830.9210201
-35.37,-0.986,-3.522,0.03088689,,0.020944371,830.9419645
-35.383,-1.014,-3.523,0.03215587,,0.02059126,830.9625557
-35.38,-1.046,-3.524,0.031080541,,0.021437247,830.983993
-35.363,-1.072,-3.525,0.031368774,,0.02072036,831.0047133
-35.335,-1.086,-3.527,0.032031235,,0.020912516,831.0256258
-35.303,-1.085,-3.528,0.031921779,,0.021354157,831.04698
-35.276,-1.068,-3.529,0.030903074,,0.021281186,831.0682612
-35.261,-1.041,-3.53,0.031016125,,0.02060205,831.0888632
-35.261,-1.01,-3.531,0.031780497,,0.020677417,831.1095407
-35.276,-0.982,-3.532,0.031080541,,0.021186998,831.1307277
-35.302,-0.965,-3.533,0.031080541,,0.02072036,831.151448
-35.333,-0.963,-3.534,0.032218007,,0.02072036,831.1721684
-35.362,-0.977,-3.535,0.030870698,,0.021478672,831.193647
-35.38,-1.002,-3.537,0.03215587,,0.020580465,831.2142275
-35.383,-1.034,-3.538,0.031400637,,0.021437247,831.2356648
-35.371,-1.063,-3.539,0.031416556,,0.020933758,831.2565985
-35.346,-1.082,-3.54,0.031416556,,0.020944371,831.2775429
-35.315,-1.087,-3.541,0.031032241,,0.020944371,831.2984873
-35.286,-1.076,-3.542,0.031160873,,0.020688161,831.3191754
-35.265,-1.053,-3.543,0.031591138,,0.020773915,831.3399493
-35.259,-1.022,-3.544,0.031336879,,0.021060759,831.3610101
-35.268,-0.992,-3.545,0.031843367,,0.020891253,831.3819013
-35.291,-0.97,-3.546,0.031112698,,0.021228911,831.4031303
-35.321,-0.962,-3.548,0.031064449,,0.020741799,831.4238721
-35.351,-0.97,-3.549,0.031160873,,0.020709633,831.4445817
-35.374,-0.991,-3.55,0.031638584,,0.020773915,831.4653556
-35.384,-1.021,-3.551,0.031591138,,0.021092389,831.486448
-35.378,-1.052,-3.552,0.031906112,,0.021060759,831.5075087
-35.357,-1.076,-3.553,0.031032241,,0.021270742,831.5287795
-35.328,-1.087,-3.554,0.031416556,,0.020688161,831.5494677
-35.297,-1.082,-3.555,0.031416556,,0.020944371,831.570412
-35.272,-1.063,-3.556,0.03144837,,0.020944371,831.5913564
-35.26,-1.034,-3.558,0.031160873,,0.02096558,831.612322
-35.263,-1.003,-3.559,0.031080541,,0.020773915,831.6330959
-35.28,-0.977,-3.56,0.031796226,,0.02072036,831.6538162
-35.309,-0.964,-3.561,0.031032241,,0.021197484,831.6750137
-35.34,-0.965,-3.562,0.031080541,,0.020688161,831.6957019
-35.366,-0.982,-3.563,0.031400637,,0.02072036,831.7164223
-35.382,-1.009,-3.564,0.031016125,,0.020933758,831.737356
-35.382,-1.04,-3.565,0.031780497,,0.020677417,831.7580334
-35.367,-1.068,-3.566,0.03144837,,0.021186998,831.7792204
-35.34,-1.084,-3.568,0.031080541,,0.02096558,831.800186
-35.309,-1.086,-3.569,0.03132092,,0.02072036,831.8209064
-35.281,-1.072,-3.57,0.031638584,,0.020880613,831.841787
-35.263,-1.046,-3.571,0.031272992,,0.021092389,831.8628794
-35.259,-1.015,-3.572,0.031796226,,0.020848661,831.883728
-35.272,-0.986,-3.573,0.031416556,,0.021197484,831.9049255
-35.297,-0.967,-3.574,0.031272992,,0.020944371,831.9258699
-35.328,-0.963,-3.575,0.030692019,,0.020848661,831.9467185
-35.357,-0.973,-3.576,0.031256999,,0.020461346,831.9671799
-35.377,-0.997,-3.577,0.031843367,,0.020837999,831.9880179
-35.384,-1.028,-3.579,0.031638584,,0.021228911,832.0092468
-35.374,-1.058,-3.58,0.031160873,,0.021092389,832.0303392
-35.351,-1.079,-3.581,0.031064449,,0.020773915,832.0511131
-35.321,-1.087,-3.582,0.031064449,,0.020709633,832.0718227
-35.291,-1.079,-3.583,0.031160873,,0.020709633,832.0925324
-35.268,-1.058,-3.584,0.031336879,,0.020773915,832.1133063
-35.259,-1.028,-3.585,0.031591138,,0.020891253,832.1341975
-35.265,-0.997,-3.586,0.031906112,,0.021060759,832.1552583
-35.286,-0.973,-3.587,0.031080541,,0.021270742,832.176529
-35.315,-0.962,-3.589,0.031416556,,0.02072036,832.1972494
-35.346,-0.967,-3.59,0.032031235,,0.020944371,832.2181938
-35.371,-0.987,-3.591,0.031400637,,0.021354157,832.2395479
-35.383,-1.016,-3.592,0.031160873,,0.020933758,832.2604817
-35.38,-1.047,-3.593,0.03082207,,0.020773915,832.2812556
-35.362,-1.072,-3.594,0.03132092,,0.020548047,832.3018036
-35.334,-1.086,-3.595,0.03207803,,0.020880613,832.3226843
-35.302,-1.084,-3.596,0.031080541,,0.021385353,832.3440696
-35.276,-1.067,-3.597,0.030903074,,0.02072036,832.36479
-35.261,-1.04,-3.598,0.031064449,,0.02060205,832.385392
-35.261,-1.009,-3.6,0.031780497,,0.020709633,832.4061017
-35.276,-0.981,-3.601,0.031400637,,0.021186998,832.4272887
-35.303,-0.965,-3.602,0.031032241,,0.020933758,832.4482224
-35.334,-0.964,-3.603,0.03132092,,0.020688161,832.4689106
-35.362,-0.978,-3.604,0.03082207,,0.020880613,832.4897912
-35.38,-1.003,-3.605,0.03215587,,0.020548047,832.5103392
-35.383,-1.035,-3.606,0.03088689,,0.021437247,832.5317765
-35.37,-1.063,-3.607,0.031416556,,0.02059126,832.5523677
-35.345,-1.082,-3.608,0.031464265,,0.020944371,832.5733121
-35.314,-1.087,-3.61,0.031032241,,0.020976177,832.5942883
-35.285,-1.076,-3.611,0.031256999,,0.020688161,832.6149764
-35.265,-1.052,-3.612,0.031591138,,0.020837999,832.6358144
-35.259,-1.021,-3.613,0.031638584,,0.021060759,832.6568752
-35.269,-0.991,-3.614,0.031160873,,0.021092389,832.6779676
-35.292,-0.97,-3.615,0.031064449,,0.020773915,832.6987415
-35.322,-0.962,-3.616,0.031064449,,0.020709633,832.7194511
-35.352,-0.97,-3.617,0.031843367,,0.020709633,832.7401608
-35.375,-0.992,-3.618,0.031336879,,0.021228911,832.7613897
-35.384,-1.022,-3.619,0.031843367,,0.020891253,832.7822809
-35.377,-1.053,-3.621,0.031160873,,0.021228911,832.8035099
-35.356,-1.076,-3.622,0.031032241,,0.020773915,832.8242838
-35.327,-1.087,-3.623,0.031416556,,0.020688161,832.8449719
-35.296,-1.082,-3.624,0.032031235,,0.020944371,832.8659163
-35.271,-1.062,-3.625,0.031400637,,0.021354157,832.8872705
-35.259,-1.033,-3.626,0.031272992,,0.020933758,832.9082042
-35.263,-1.002,-3.627,0.03082207,,0.020848661,832.9290529
-35.281,-0.977,-3.628,0.032218007,,0.020548047,832.9496009
-35.31,-0.963,-3.629,0.031128765,,0.021478672,832.9710796
-35.341,-0.965,-3.631,0.031080541,,0.02075251,832.9918321
-35.367,-0.982,-3.632,0.031780497,,0.02072036,833.0125525
-35.382,-1.01,-3.633,0.031016125,,0.021186998,833.0337395
-35.382,-1.041,-3.634,0.031400637,,0.020677417,833.0544169
-35.366,-1.068,-3.635,0.031921779,,0.020933758,833.0753506
-35.339,-1.085,-3.636,0.031032241,,0.021281186,833.0966318
-35.308,-1.086,-3.637,0.031780497,,0.020688161,833.11732
-35.28,-1.071,-3.638,0.031638584,,0.021186998,833.138507
-35.262,-1.045,-3.639,0.031128765,,0.021092389,833.1595994
-35.26,-1.014,-3.641,0.030479501,,0.02075251,833.1803519
-35.272,-0.986,-3.642,0.032218007,,0.020319668,833.2006715
-35.298,-0.967,-3.643,0.031272992,,0.021478672,833.2221502
-35.329,-0.963,-3.644,0.031032241,,0.020848661,833.2429989
-35.358,-0.974,-3.645,0.031256999,,0.020688161,833.263687
-35.378,-0.998,-3.646,0.031591138,,0.020837999,833.284525
-35.384,-1.029,-3.647,0.031638584,,0.021060759,833.3055858
-35.374,-1.059,-3.648,0.031160873,,0.021092389,833.3266782
-35.351,-1.08,-3.649,0.031796226,,0.020773915,833.3474521
-35.32,-1.087,-3.65,0.031112698,,0.021197484,833.3686496
-35.29,-1.079,-3.652,0.031128765,,0.020741799,833.3893914
-35.268,-1.057,-3.653,0.031336879,,0.02075251,833.4101439
-35.259,-1.027,-3.654,0.031796226,,0.020891253,833.4310352
-35.266,-0.996,-3.655,0.031160873,,0.021197484,833.4522326
-35.287,-0.973,-3.656,0.031032241,,0.020773915,833.4730065
-35.316,-0.962,-3.657,0.031591138,,0.020688161,833.4936947
-35.347,-0.968,-3.658,0.030626786,,0.021060759,833.5147555
-35.371,-0.987,-3.659,0.03232646,,0.020417857,833.5351733
-35.383,-1.017,-3.66,0.03132092,,0.021550973,833.5567243
-35.379,-1.048,-3.662,0.03082207,,0.020880613,833.5776049
-35.361,-1.073,-3.663,0.031796226,,0.020548047,833.598153
-35.332,-1.086,-3.664,0.031080541,,0.021197484,833.6193504
-35.301,-1.084,-3.665,0.031080541,,0.02072036,833.6400708
-35.275,-1.067,-3.666,0.031780497,,0.02072036,833.6607912
-35.26,-1.039,-3.667,0.031032241,,0.021186998,833.6819782
-35.261,-1.008,-3.668,0.031400637,,0.020688161,833.7026663
-35.277,-0.981,-3.669,0.031400637,,0.020933758,833.7236001
-35.304,-0.965,-3.67,0.031032241,,0.020933758,833.7445338
-35.335,-0.964,-3.671,0.031368774,,0.020688161,833.765222
-35.363,-0.978,-3.673,0.031080541,,0.020912516,833.7861345
-35.38,-1.004,-3.674,0.03215587,,0.02072036,833.8068549
-35.383,-1.036,-3.675,0.03088689,,0.021437247,833.8282921
-35.37,-1.064,-3.676,0.032218007,,0.02059126,833.8488834
-35.344,-1.083,-3.677,0.031272992,,0.021478672,833.8703621
-35.313,-1.087,-3.678,0.031400637,,0.020848661,833.8912107
-35.284,-1.075,-3.679,0.031256999,,0.020933758,833.9121445
-35.264,-1.051,-3.68,0.031416556,,0.020837999,833.9329825
-35.259,-1.02,-3.681,0.031685959,,0.020944371,833.9539268
-35.269,-0.99,-3.683,0.031160873,,0.021123973,833.9750508
-35.292,-0.969,-3.684,0.031796226,,0.020773915,833.9958247
-35.323,-0.962,-3.685,0.031336879,,0.021197484,834.0170222
-35.353,-0.971,-3.686,0.031128765,,0.020891253,834.0379135
-35.375,-0.993,-3.687,0.031336879,,0.02075251,834.058666
-35.384,-1.023,-3.688,0.031796226,,0.020891253,834.0795572
-35.377,-1.054,-3.689,0.031843367,,0.021197484,834.1007547
-35.355,-1.077,-3.69,0.030692019,,0.021228911,834.1219836
-35.326,-1.087,-3.691,0.031591138,,0.020461346,834.142445
-35.295,-1.081,-3.692,0.031304952,,0.021060759,834.1635057
-35.271,-1.061,-3.694,0.031400637,,0.020869968,834.1843757
-35.259,-1.032,-3.695,0.031272992,,0.020933758,834.2053095
-35.263,-1.001,-3.696,0.031416556,,0.020848661,834.2261581
-35.282,-0.976,-3.697,0.031796226,,0.020944371,834.2471025
-35.311,-0.963,-3.698,0.031160873,,0.021197484,834.2683
-35.342,-0.966,-3.699,0.031080541,,0.020773915,834.2890739
-35.368,-0.983,-3.7,0.03132092,,0.02072036,834.3097942
-35.382,-1.011,-3.701,0.031032241,,0.020880613,834.3306749
-35.381,-1.042,-3.702,0.03144837,,0.020688161,834.351363
-35.365,-1.069,-3.704,0.031400637,,0.02096558,834.3723286
-35.338,-1.085,-3.705,0.031016125,,0.020933758,834.3932624
-35.307,-1.085,-3.706,0.03132092,,0.020677417,834.4139398
-35.279,-1.071,-3.707,0.031921779,,0.020880613,834.4348204
-35.262,-1.044,-3.708,0.031080541,,0.021281186,834.4561016
-35.26,-1.013,-3.709,0.03088689,,0.02072036,834.4768219
-35.273,-0.985,-3.71,0.032218007,,0.02059126,834.4974132
-35.299,-0.966,-3.711,0.031160873,,0.021478672,834.5188919
-35.33,-0.963,-3.712,0.03144837,,0.020773915,834.5396658
-35.359,-0.975,-3.714,0.030626786,,0.02096558,834.5606314
-35.378,-0.999,-3.715,0.031591138,,0.020417857,834.5810492
-35.384,-1.03,-3.716,0.031968735,,0.021060759,834.60211
-35.373,-1.06,-3.717,0.030495901,,0.02131249,834.6234225
-35.35,-1.08,-3.718,0.031796226,,0.020330601,834.6437531
-35.319,-1.087,-3.719,0.031336879,,0.021197484,834.6649506
-35.289,-1.078,-3.72,0.031128765,,0.020891253,834.6858418
-35.267,-1.056,-3.721,0.031064449,,0.02075251,834.7065943
-35.259,-1.026,-3.722,0.031796226,,0.020709633,834.727304
-35.266,-0.995,-3.723,0.031890437,,0.021197484,834.7485014
-35.288,-0.972,-3.725,0.030692019,,0.021260292,834.7697617
-35.317,-0.962,-3.726,0.031591138,,0.020461346,834.7902231
-35.348,-0.968,-3.727,0.031256999,,0.021060759,834.8112838
-35.372,-0.988,-3.728,0.031968735,,0.020837999,834.8321218
-35.383,-1.018,-3.729,0.031272992,,0.02131249,834.8534343
-35.379,-1.049,-3.73,0.031416556,,0.020848661,834.874283
-35.36,-1.074,-3.731,0.031400637,,0.020944371,834.8952274
-35.331,-1.086,-3.732,0.031080541,,0.020933758,834.9161611
-35.3,-1.084,-3.733,0.031685959,,0.02072036,834.9368815
-35.274,-1.066,-3.735,0.03132092,,0.021123973,834.9580054
-35.26,-1.038,-3.736,0.031032241,,0.020880613,834.9788861
-35.261,-1.007,-3.737,0.031921779,,0.020688161,834.9995742
-35.278,-0.98,-3.738,0.031400637,,0.021281186,835.0208554
-35.305,-0.964,-3.739,0.031016125,,0.020933758,835.0417892
-35.336,-0.964,-3.74,0.031780497,,0.020677417,835.0624666
-35.364,-0.979,-3.741,0.031080541,,0.021186998,835.0836536
-35.381,-1.005,-3.742,0.03207803,,0.02072036,835.1043739
-35.383,-1.037,-3.743,0.03132092,,0.021385353,835.1257593
-35.369,-1.065,-3.744,0.031685959,,0.020880613,835.1466399
-35.343,-1.083,-3.746,0.031272992,,0.021123973,835.1677639
-35.312,-1.087,-3.747,0.031796226,,0.020848661,835.1886125
-35.283,-1.074,-3.748,0.030626786,,0.021197484,835.20981
-35.264,-1.05,-3.749,0.031416556,,0.020417857,835.2302279
-35.259,-1.019,-3.75,0.031968735,,0.020944371,835.2511722
-35.27,-0.989,-3.751,0.030495901,,0.02131249,835.2724847
-35.293,-0.969,-3.752,0.031796226,,0.020330601,835.2928153
-35.324,-0.962,-3.753,0.031336879,,0.021197484,835.3140128
-35.354,-0.971,-3.754,0.031890437,,0.020891253,835.3349041
-35.376,-0.994,-3.756,0.031064449,,0.021260292,835.3561644
-35.384,-1.024,-3.757,0.032031235,,0.020709633,835.376874
-35.376,-1.055,-3.758,0.031160873,,0.021354157,835.3982282
-35.355,-1.078,-3.759,0.031336879,,0.020773915,835.4190021
-35.325,-1.087,-3.76,0.031591138,,0.020891253,835.4398933
-35.294,-1.081,-3.761,0.031256999,,0.021060759,835.4609541
-35.27,-1.061,-3.762,0.031968735,,0.020837999,835.4817921
-35.259,-1.031,-3.763,0.031416556,,0.02131249,835.5031046
-35.264,-1,-3.764,0.031416556,,0.020944371,835.5240489
-35.283,-0.975,-3.765,0.03144837,,0.020944371,835.5449933
-35.312,-0.963,-3.767,0.031160873,,0.02096558,835.5659589
-35.343,-0.966,-3.768,0.031638584,,0.020773915,835.5867328
-35.369,-0.984,-3.769,0.03088689,,0.021092389,835.6078252
-35.382,-1.012,-3.77,0.031032241,,0.02059126,835.6284165
-35.381,-1.043,-3.771,0.031921779,,0.020688161,835.6491046
-35.364,-1.07,-3.772,0.030903074,,0.021281186,835.6703858
-35.337,-1.085,-3.773,0.031016125,,0.02060205,835.6909879
-35.306,-1.085,-3.774,0.031780497,,0.020677417,835.7116653
-35.278,-1.07,-3.775,0.03144837,,0.021186998,835.7328523
-35.262,-1.043,-3.777,0.031080541,,0.02096558,835.7538179
-35.26,-1.012,-3.778,0.03132092,,0.02072036,835.7745382
-35.274,-0.984,-3.779,0.031638584,,0.020880613,835.7954188
-35.3,-0.966,-3.78,0.031160873,,0.021092389,835.8165112
-35.331,-0.963,-3.781,0.031400637,,0.020773915,835.8372851
-35.36,-0.975,-3.782,0.031416556,,0.020933758,835.8582189
-35.379,-1,-3.783,0.031272992,,0.020944371,835.8791633
-35.383,-1.031,-3.784,0.030692019,,0.020848661,835.9000119
-35.373,-1.06,-3.785,0.031906112,,0.020461346,835.9204733
-35.349,-1.081,-3.786,0.031638584,,0.021270742,835.941744
-35.318,-1.087,-3.788,0.031336879,,0.021092389,835.9628364
-35.288,-1.078,-3.789,0.031160873,,0.020891253,835.9837276
-35.267,-1.055,-3.79,0.031064449,,0.020773915,836.0045016
-35.259,-1.025,-3.791,0.032031235,,0.020709633,836.0252112
-35.267,-0.994,-3.792,0.030430248,,0.021354157,836.0465654
-35.288,-0.972,-3.793,0.031638584,,0.020286832,836.0668522
-35.318,-0.962,-3.794,0.031796226,,0.021092389,836.0879446
-35.349,-0.969,-3.795,0.031256999,,0.021197484,836.1091421
-35.373,-0.989,-3.796,0.031685959,,0.020837999,836.1299801
-35.383,-1.019,-3.798,0.031272992,,0.021123973,836.151104
-35.379,-1.05,-3.799,0.031256999,,0.020848661,836.1719527
-35.359,-1.074,-3.8,0.031796226,,0.020837999,836.1927907
-35.33,-1.087,-3.801,0.031272992,,0.021197484,836.2139882
-35.299,-1.083,-3.802,0.03082207,,0.020848661,836.2348368
-35.274,-1.065,-3.803,0.03132092,,0.020548047,836.2553849
-35.26,-1.037,-3.804,0.031080541,,0.020880613,836.2762655
-35.262,-1.006,-3.805,0.031921779,,0.02072036,836.2969859
-35.279,-0.979,-3.806,0.030951575,,0.021281186,836.318267
-35.306,-0.964,-3.808,0.031016125,,0.020634383,836.3389014
-35.337,-0.964,-3.809,0.032264532,,0.020677417,836.3595788
-35.365,-0.98,-3.81,0.030545049,,0.021509688,836.3810885
-35.381,-1.006,-3.811,0.032031235,,0.020363366,836.4014519
-35.382,-1.038,-3.812,0.03132092,,0.021354157,836.4228061
-35.368,-1.066,-3.813,0.031080541,,0.020880613,836.4436867
-35.342,-1.083,-3.814,0.031160873,,0.02072036,836.464407
-35.311,-1.086,-3.815,0.030479501,,0.020773915,836.4851809
-35.283,-1.074,-3.816,0.031416556,,0.020319668,836.5055006
-35.264,-1.049,-3.817,0.031464265,,0.020944371,836.526445
-35.259,-1.018,-3.819,0.031968735,,0.020976177,836.5474212
-35.27,-0.988,-3.82,0.031256999,,0.02131249,836.5687336
-35.294,-0.968,-3.821,0.031591138,,0.020837999,836.5895716
-35.325,-0.962,-3.822,0.031638584,,0.021060759,836.6106324
-35.355,-0.972,-3.823,0.031160873,,0.021092389,836.6317248
